id,room_id/id,noted_date,temp,out/in
__export__.temp_log_192800_1de278e0,Room Admin,7/12/2018 14:18,28,Out
__export__.temp_log_192801_a2d67ddb,Room Admin,7/12/2018 14:18,28,Out
__export__.temp_log_192798_2359ce5a,Room Admin,7/12/2018 14:18,29,In
__export__.temp_log_192799_1d948f78,Room Admin,7/12/2018 14:18,29,In
__export__.temp_log_192794_2f313f19,Room Admin,7/12/2018 14:16,27,Out
__export__.temp_log_192797_f1461cfb,Room Admin,7/12/2018 14:16,27,Out
__export__.temp_log_192793_e2b93680,Room Admin,7/12/2018 14:16,29,In
__export__.temp_log_192792_a758ba31,Room Admin,7/12/2018 14:16,29,In
__export__.temp_log_192788_9afa0bea,Room Admin,7/12/2018 14:14,26,Out
__export__.temp_log_192789_91391b96,Room Admin,7/12/2018 14:14,26,Out
__export__.temp_log_192783_ce6312cc,Room Admin,7/12/2018 14:14,29,In
__export__.temp_log_192784_c7598e2a,Room Admin,7/12/2018 14:14,29,In
__export__.temp_log_192780_7fd90434,Room Admin,7/12/2018 14:12,29,In
__export__.temp_log_192781_74a76d39,Room Admin,7/12/2018 14:12,29,In
__export__.temp_log_192778_010b9ef9,Room Admin,7/12/2018 14:11,25,Out
__export__.temp_log_192779_edf3cc26,Room Admin,7/12/2018 14:11,25,Out
__export__.temp_log_192773_3fe96ced,Room Admin,7/12/2018 14:08,29,In
__export__.temp_log_192772_f60fe10f,Room Admin,7/12/2018 14:08,29,In
__export__.temp_log_192767_76ca5759,Room Admin,7/12/2018 14:06,29,In
__export__.temp_log_192764_c682fc6a,Room Admin,7/12/2018 14:06,29,In
__export__.temp_log_192755_a80cc955,Room Admin,7/12/2018 14:00,29,In
__export__.temp_log_192753_e2cc1c29,Room Admin,7/12/2018 14:00,29,In
__export__.temp_log_192746_9816cba2,Room Admin,7/12/2018 13:58,29,In
__export__.temp_log_192747_d9544240,Room Admin,7/12/2018 13:58,29,In
__export__.temp_log_192735_f190159d,Room Admin,7/12/2018 13:54,29,In
__export__.temp_log_192734_b729b847,Room Admin,7/12/2018 13:54,29,In
__export__.temp_log_192730_58a81d1e,Room Admin,7/12/2018 13:52,29,In
__export__.temp_log_192731_7f2d6c39,Room Admin,7/12/2018 13:52,29,In
__export__.temp_log_192722_141984ec,Room Admin,7/12/2018 13:45,29,In
__export__.temp_log_192719_e23dfbbc,Room Admin,7/12/2018 13:45,29,In
__export__.temp_log_192718_847a39f0,Room Admin,7/12/2018 13:45,30,In
__export__.temp_log_192723_e9e40e3d,Room Admin,7/12/2018 13:45,30,In
__export__.temp_log_192713_b513634c,Room Admin,7/12/2018 13:43,29,In
__export__.temp_log_192712_1ae79f65,Room Admin,7/12/2018 13:43,29,In
__export__.temp_log_192696_bfd9f7f4,Room Admin,7/12/2018 13:35,29,In
__export__.temp_log_192697_ffbeb923,Room Admin,7/12/2018 13:35,29,In
__export__.temp_log_192691_8b0de4e7,Room Admin,7/12/2018 13:33,29,In
__export__.temp_log_192690_8bf889fd,Room Admin,7/12/2018 13:33,29,In
__export__.temp_log_192685_47059e30,Room Admin,7/12/2018 13:31,29,In
__export__.temp_log_192684_c72840b1,Room Admin,7/12/2018 13:31,29,In
__export__.temp_log_192678_fd6f51de,Room Admin,7/12/2018 13:29,29,In
__export__.temp_log_192679_b5488556,Room Admin,7/12/2018 13:29,29,In
__export__.temp_log_192673_073af3ec,Room Admin,7/12/2018 13:27,29,In
__export__.temp_log_192675_d24d9612,Room Admin,7/12/2018 13:27,29,In
__export__.temp_log_192667_aa032528,Room Admin,7/12/2018 13:25,29,In
__export__.temp_log_192664_8054f518,Room Admin,7/12/2018 13:25,29,In
__export__.temp_log_192661_0a9c6a19,Room Admin,7/12/2018 13:23,29,In
__export__.temp_log_192660_8cff71c8,Room Admin,7/12/2018 13:23,29,In
__export__.temp_log_192651_6d4a8a20,Room Admin,7/12/2018 13:21,29,In
__export__.temp_log_192650_e444a264,Room Admin,7/12/2018 13:21,29,In
__export__.temp_log_192643_765e817d,Room Admin,7/12/2018 13:19,29,In
__export__.temp_log_192642_4908d2c6,Room Admin,7/12/2018 13:19,29,In
__export__.temp_log_192634_9db19f6f,Room Admin,7/12/2018 13:13,30,In
__export__.temp_log_192635_8e7b1724,Room Admin,7/12/2018 13:13,30,In
__export__.temp_log_192626_ed54b4f0,Room Admin,7/12/2018 13:11,30,In
__export__.temp_log_192628_442e9b81,Room Admin,7/12/2018 13:11,29,In
__export__.temp_log_192627_5d6d7373,Room Admin,7/12/2018 13:11,29,In
__export__.temp_log_192629_6b9c68a2,Room Admin,7/12/2018 13:11,30,In
__export__.temp_log_192619_a47a2dce,Room Admin,7/12/2018 13:09,29,In
__export__.temp_log_192620_66fd5255,Room Admin,7/12/2018 13:09,29,In
__export__.temp_log_192621_7daece86,Room Admin,7/12/2018 13:09,30,In
__export__.temp_log_192618_fca32b37,Room Admin,7/12/2018 13:09,30,In
__export__.temp_log_192612_33f4af37,Room Admin,7/12/2018 13:07,29,In
__export__.temp_log_192610_47c6e708,Room Admin,7/12/2018 13:07,29,In
__export__.temp_log_192611_fccdbf82,Room Admin,7/12/2018 13:07,30,In
__export__.temp_log_192613_2e24d2ea,Room Admin,7/12/2018 13:07,30,In
__export__.temp_log_192606_d9eb6e89,Room Admin,7/12/2018 13:05,29,In
__export__.temp_log_192604_d9022447,Room Admin,7/12/2018 13:05,29,In
__export__.temp_log_192603_9bb5bcbe,Room Admin,7/12/2018 13:03,29,In
__export__.temp_log_192601_3a2d48e9,Room Admin,7/12/2018 13:03,29,In
__export__.temp_log_192592_040d839f,Room Admin,7/12/2018 13:01,29,In
__export__.temp_log_192595_5babfe3a,Room Admin,7/12/2018 13:01,29,In
__export__.temp_log_192586_75f55438,Room Admin,7/12/2018 12:59,29,In
__export__.temp_log_192585_1b2858d3,Room Admin,7/12/2018 12:59,30,In
__export__.temp_log_192584_1123f17a,Room Admin,7/12/2018 12:59,29,In
__export__.temp_log_192581_df7c19b7,Room Admin,7/12/2018 12:59,30,In
__export__.temp_log_192560_b4d76a4b,Room Admin,7/12/2018 12:56,29,In
__export__.temp_log_192558_5cff2c2d,Room Admin,7/12/2018 12:56,30,In
__export__.temp_log_192563_52d1cf4b,Room Admin,7/12/2018 12:56,29,In
__export__.temp_log_192561_2f3e2d11,Room Admin,7/12/2018 12:56,30,In
__export__.temp_log_192555_8345ceff,Room Admin,7/12/2018 12:54,29,In
__export__.temp_log_192553_949f5730,Room Admin,7/12/2018 12:54,30,In
__export__.temp_log_192552_96ef8c7b,Room Admin,7/12/2018 12:54,30,In
__export__.temp_log_192557_06bd9dda,Room Admin,7/12/2018 12:54,29,In
__export__.temp_log_192544_27fc8a09,Room Admin,7/12/2018 12:52,29,In
__export__.temp_log_192545_2f682b4e,Room Admin,7/12/2018 12:52,29,In
__export__.temp_log_192531_17565a40,Room Admin,7/12/2018 12:50,29,In
__export__.temp_log_192536_d6d34f83,Room Admin,7/12/2018 12:50,29,In
__export__.temp_log_192533_ada20680,Room Admin,7/12/2018 12:50,30,In
__export__.temp_log_192526_dbde72be,Room Admin,7/12/2018 12:50,30,In
__export__.temp_log_192511_9542f930,Room Admin,7/12/2018 12:45,29,In
__export__.temp_log_192509_d47f5a24,Room Admin,7/12/2018 12:45,29,In
__export__.temp_log_192505_95d5204e,Room Admin,7/12/2018 12:43,29,In
__export__.temp_log_192504_954ac3bb,Room Admin,7/12/2018 12:43,29,In
__export__.temp_log_192482_4b35c2a8,Room Admin,7/12/2018 12:37,29,In
__export__.temp_log_192483_d543ee3d,Room Admin,7/12/2018 12:37,29,In
__export__.temp_log_192477_7e392aa0,Room Admin,7/12/2018 12:35,29,In
__export__.temp_log_192476_32559082,Room Admin,7/12/2018 12:35,29,In
__export__.temp_log_192470_3b039572,Room Admin,7/12/2018 12:33,29,In
__export__.temp_log_192471_91d1e3f2,Room Admin,7/12/2018 12:33,29,In
__export__.temp_log_192463_f62d7612,Room Admin,7/12/2018 12:31,29,In
__export__.temp_log_192462_0301a780,Room Admin,7/12/2018 12:31,29,In
__export__.temp_log_192458_57f06cb9,Room Admin,7/12/2018 12:27,29,In
__export__.temp_log_192459_7604ba35,Room Admin,7/12/2018 12:27,29,In
__export__.temp_log_192455_5dfcf9b3,Room Admin,7/12/2018 12:25,29,In
__export__.temp_log_192454_b9eaaac1,Room Admin,7/12/2018 12:25,29,In
__export__.temp_log_192446_4acbc638,Room Admin,7/12/2018 12:23,29,In
__export__.temp_log_192447_ae02db5e,Room Admin,7/12/2018 12:23,29,In
__export__.temp_log_192429_97adb4a1,Room Admin,7/12/2018 12:15,29,In
__export__.temp_log_192428_db569a39,Room Admin,7/12/2018 12:15,29,In
__export__.temp_log_192425_39327d1a,Room Admin,7/12/2018 12:13,29,In
__export__.temp_log_192424_33770972,Room Admin,7/12/2018 12:13,29,In
__export__.temp_log_192421_d0e20556,Room Admin,7/12/2018 12:11,29,In
__export__.temp_log_192420_4eb01439,Room Admin,7/12/2018 12:11,29,In
__export__.temp_log_192419_4fd0182f,Room Admin,7/12/2018 12:11,30,In
__export__.temp_log_192418_fbe62a4a,Room Admin,7/12/2018 12:11,30,In
__export__.temp_log_192413_18b83f09,Room Admin,7/12/2018 12:09,29,In
__export__.temp_log_192412_0112ff91,Room Admin,7/12/2018 12:09,29,In
__export__.temp_log_192406_0b730cea,Room Admin,7/12/2018 12:05,29,In
__export__.temp_log_192407_cdd599ec,Room Admin,7/12/2018 12:05,29,In
__export__.temp_log_192391_14ec7fa4,Room Admin,7/12/2018 12:01,29,In
__export__.temp_log_192390_0e475d2c,Room Admin,7/12/2018 12:01,29,In
__export__.temp_log_192372_d4721f1d,Room Admin,7/12/2018 11:57,29,In
__export__.temp_log_192373_1664b772,Room Admin,7/12/2018 11:57,29,In
__export__.temp_log_192361_116270fc,Room Admin,7/12/2018 11:53,29,In
__export__.temp_log_192360_4065098e,Room Admin,7/12/2018 11:53,29,In
__export__.temp_log_192357_9f1fae51,Room Admin,7/12/2018 11:51,29,In
__export__.temp_log_192356_6666c3f4,Room Admin,7/12/2018 11:51,29,In
__export__.temp_log_192355_464e83a5,Room Admin,7/12/2018 11:51,30,In
__export__.temp_log_192354_08b383d5,Room Admin,7/12/2018 11:51,30,In
__export__.temp_log_192353_f54eaf4b,Room Admin,7/12/2018 11:49,31,In
__export__.temp_log_192351_9edce08a,Room Admin,7/12/2018 11:49,31,In
__export__.temp_log_192341_c31da9b2,Room Admin,7/12/2018 11:43,29,In
__export__.temp_log_192340_3c450538,Room Admin,7/12/2018 11:43,29,In
__export__.temp_log_192336_9db82ee0,Room Admin,7/12/2018 11:41,29,In
__export__.temp_log_192337_d3f8821a,Room Admin,7/12/2018 11:41,29,In
__export__.temp_log_192333_10e62258,Room Admin,7/12/2018 11:39,29,In
__export__.temp_log_192332_c4ba722a,Room Admin,7/12/2018 11:39,29,In
__export__.temp_log_192325_44c3018f,Room Admin,7/12/2018 11:37,29,In
__export__.temp_log_192324_fc7596a9,Room Admin,7/12/2018 11:37,29,In
__export__.temp_log_192312_38e4da36,Room Admin,7/12/2018 11:31,29,In
__export__.temp_log_192313_c9b3ab37,Room Admin,7/12/2018 11:31,29,In
__export__.temp_log_192309_6134beef,Room Admin,7/12/2018 11:29,29,In
__export__.temp_log_192308_9632d447,Room Admin,7/12/2018 11:29,29,In
__export__.temp_log_192302_b14ce54f,Room Admin,7/12/2018 11:27,29,In
__export__.temp_log_192303_667e698d,Room Admin,7/12/2018 11:27,29,In
__export__.temp_log_192301_112ead07,Room Admin,7/12/2018 11:27,30,In
__export__.temp_log_192300_896cdaaa,Room Admin,7/12/2018 11:27,30,In
__export__.temp_log_192297_b4422340,Room Admin,7/12/2018 11:25,31,In
__export__.temp_log_192296_05345943,Room Admin,7/12/2018 11:25,31,In
__export__.temp_log_192289_5cd9e999,Room Admin,7/12/2018 11:23,29,In
__export__.temp_log_192288_0bb3a674,Room Admin,7/12/2018 11:23,29,In
__export__.temp_log_192283_99fa7a6b,Room Admin,7/12/2018 11:21,29,In
__export__.temp_log_192282_ba398e4c,Room Admin,7/12/2018 11:21,29,In
__export__.temp_log_192276_6bdb7e87,Room Admin,7/12/2018 11:19,29,In
__export__.temp_log_192277_ebd202bf,Room Admin,7/12/2018 11:19,29,In
__export__.temp_log_192273_c897b697,Room Admin,7/12/2018 11:17,29,In
__export__.temp_log_192272_c11a564e,Room Admin,7/12/2018 11:17,29,In
__export__.temp_log_192266_55989e65,Room Admin,7/12/2018 11:15,29,In
__export__.temp_log_192267_40d50dcf,Room Admin,7/12/2018 11:15,29,In
__export__.temp_log_192258_17632a30,Room Admin,7/12/2018 11:11,29,In
__export__.temp_log_192259_de37578b,Room Admin,7/12/2018 11:11,29,In
__export__.temp_log_192253_ca996adb,Room Admin,7/12/2018 11:09,29,In
__export__.temp_log_192251_4e7067e9,Room Admin,7/12/2018 11:09,29,In
__export__.temp_log_192240_1c71d973,Room Admin,7/12/2018 11:06,29,In
__export__.temp_log_192238_90126df5,Room Admin,7/12/2018 11:05,29,In
__export__.temp_log_192231_bf0d1f04,Room Admin,7/12/2018 11:01,29,In
__export__.temp_log_192249_9df273a7,Room Admin,7/12/2018 10:57,29,In
__export__.temp_log_192225_857d676c,Room Admin,7/12/2018 10:57,29,In
__export__.temp_log_192223_f3b332d2,Room Admin,7/12/2018 10:54,29,In
__export__.temp_log_192219_ce7c9177,Room Admin,7/12/2018 10:54,37,Out
__export__.temp_log_192220_a31fc653,Room Admin,7/12/2018 10:53,37,Out
__export__.temp_log_192212_10a82aa5,Room Admin,7/12/2018 10:53,37,Out
__export__.temp_log_192216_145fe509,Room Admin,7/12/2018 10:53,29,In
__export__.temp_log_192247_eba3ccf4,Room Admin,7/12/2018 10:53,37,Out
__export__.temp_log_192211_b915ae6d,Room Admin,7/12/2018 10:53,37,Out
__export__.temp_log_192214_8d239560,Room Admin,7/12/2018 10:53,36,Out
__export__.temp_log_192208_68a8ffd7,Room Admin,7/12/2018 10:53,37,Out
__export__.temp_log_192210_b781437c,Room Admin,7/12/2018 10:53,36,Out
__export__.temp_log_192204_b74299dd,Room Admin,7/12/2018 10:52,36,Out
__export__.temp_log_192203_823ebcc9,Room Admin,7/12/2018 10:52,36,Out
__export__.temp_log_192201_a7b2a874,Room Admin,7/12/2018 10:52,37,Out
__export__.temp_log_192198_626a941d,Room Admin,7/12/2018 10:52,37,Out
__export__.temp_log_192199_9fa9f514,Room Admin,7/12/2018 10:51,37,Out
__export__.temp_log_192197_2de4fb73,Room Admin,7/12/2018 10:51,36,Out
__export__.temp_log_192196_716d0c53,Room Admin,7/12/2018 10:51,36,Out
__export__.temp_log_192217_01b9cf3c,Room Admin,7/12/2018 10:51,37,Out
__export__.temp_log_192206_f22dda31,Room Admin,7/12/2018 10:51,29,In
__export__.temp_log_192192_130db10f,Room Admin,7/12/2018 10:51,37,Out
__export__.temp_log_192195_914b8797,Room Admin,7/12/2018 10:51,36,Out
__export__.temp_log_192233_7e431fb8,Room Admin,7/12/2018 10:51,37,Out
__export__.temp_log_192191_230756c2,Room Admin,7/12/2018 10:51,36,Out
__export__.temp_log_192188_a134958a,Room Admin,7/12/2018 10:50,36,Out
__export__.temp_log_192209_9fc740f1,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192215_de96ba44,Room Admin,7/12/2018 10:50,36,Out
__export__.temp_log_192190_89fadb98,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192243_e727691d,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192232_e4735ec0,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192207_b46061f7,Room Admin,7/12/2018 10:50,38,Out
__export__.temp_log_192255_b8689f81,Room Admin,7/12/2018 10:50,38,Out
__export__.temp_log_192200_4852f424,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192187_c57fc16d,Room Admin,7/12/2018 10:50,38,Out
__export__.temp_log_192218_6d02b58b,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192234_1d47f853,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192184_0de119c0,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192235_a091e669,Room Admin,7/12/2018 10:50,38,Out
__export__.temp_log_192179_ef229579,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192205_19803ba8,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192181_292ddb05,Room Admin,7/12/2018 10:50,37,Out
__export__.temp_log_192177_c8c4d7c7,Room Admin,7/12/2018 10:49,37,Out
__export__.temp_log_192178_2aa5d943,Room Admin,7/12/2018 10:49,37,Out
__export__.temp_log_192185_3e97b461,Room Admin,7/12/2018 10:49,38,Out
__export__.temp_log_192186_2be05df7,Room Admin,7/12/2018 10:49,38,Out
__export__.temp_log_192176_38915144,Room Admin,7/12/2018 10:49,37,Out
__export__.temp_log_192175_4bddb9d6,Room Admin,7/12/2018 10:49,36,Out
__export__.temp_log_192174_553fb6dc,Room Admin,7/12/2018 10:49,38,Out
__export__.temp_log_192172_536f71a4,Room Admin,7/12/2018 10:49,37,Out
__export__.temp_log_192183_4ccea57a,Room Admin,7/12/2018 10:49,29,In
__export__.temp_log_192169_89c15168,Room Admin,7/12/2018 10:49,38,Out
__export__.temp_log_192167_3e9c6865,Room Admin,7/12/2018 10:48,39,Out
__export__.temp_log_192168_164bcac7,Room Admin,7/12/2018 10:48,38,Out
__export__.temp_log_192165_77aaed4a,Room Admin,7/12/2018 10:48,39,Out
__export__.temp_log_192166_afe22783,Room Admin,7/12/2018 10:48,38,Out
__export__.temp_log_192162_fce4ac71,Room Admin,7/12/2018 10:48,38,Out
__export__.temp_log_192160_8f0f4a60,Room Admin,7/12/2018 10:47,39,Out
__export__.temp_log_192159_72fb4615,Room Admin,7/12/2018 10:47,29,In
__export__.temp_log_192173_05cb9118,Room Admin,7/12/2018 10:46,39,Out
__export__.temp_log_192156_871dc0c2,Room Admin,7/12/2018 10:46,38,Out
__export__.temp_log_192171_48fc3cd7,Room Admin,7/12/2018 10:46,38,Out
__export__.temp_log_192155_01b8d080,Room Admin,7/12/2018 10:45,39,Out
__export__.temp_log_192154_7e5c8ac1,Room Admin,7/12/2018 10:45,38,Out
__export__.temp_log_192153_4ca70cc9,Room Admin,7/12/2018 10:45,29,In
__export__.temp_log_192149_9531bc9d,Room Admin,7/12/2018 10:44,39,Out
__export__.temp_log_192148_972b5025,Room Admin,7/12/2018 10:43,39,Out
__export__.temp_log_192147_e8782c98,Room Admin,7/12/2018 10:42,39,Out
__export__.temp_log_192141_aa937944,Room Admin,7/12/2018 10:40,39,Out
__export__.temp_log_192136_47f77ceb,Room Admin,7/12/2018 10:37,38,Out
__export__.temp_log_192135_60c195fe,Room Admin,7/12/2018 10:37,38,Out
__export__.temp_log_192132_1ade83c9,Room Admin,7/12/2018 10:35,38,Out
__export__.temp_log_192131_c0d44f6f,Room Admin,7/12/2018 10:35,38,Out
__export__.temp_log_192129_5b312745,Room Admin,7/12/2018 10:35,29,In
__export__.temp_log_192130_7b9dfffb,Room Admin,7/12/2018 10:35,29,In
__export__.temp_log_192125_53c6ee52,Room Admin,7/12/2018 10:33,38,Out
__export__.temp_log_192126_8eca0923,Room Admin,7/12/2018 10:33,38,Out
__export__.temp_log_192124_e1c49a92,Room Admin,7/12/2018 10:33,29,In
__export__.temp_log_192123_9657661a,Room Admin,7/12/2018 10:33,29,In
__export__.temp_log_192121_10ccdc71,Room Admin,7/12/2018 10:31,37,Out
__export__.temp_log_192122_15b189d8,Room Admin,7/12/2018 10:31,37,Out
__export__.temp_log_192117_bec17ce5,Room Admin,7/12/2018 10:31,29,In
__export__.temp_log_192116_ca613bcb,Room Admin,7/12/2018 10:31,29,In
__export__.temp_log_192113_046bdeeb,Room Admin,7/12/2018 10:29,36,Out
__export__.temp_log_192112_dcd62cb2,Room Admin,7/12/2018 10:29,36,Out
__export__.temp_log_192106_686bfb8a,Room Admin,7/12/2018 10:27,35,Out
__export__.temp_log_192107_d36f99a1,Room Admin,7/12/2018 10:27,35,Out
__export__.temp_log_192102_db8c5307,Room Admin,7/12/2018 10:25,34,Out
__export__.temp_log_192101_3aa1b255,Room Admin,7/12/2018 10:25,34,Out
__export__.temp_log_192098_bc63fc4a,Room Admin,7/12/2018 10:23,33,Out
__export__.temp_log_192097_7e44dd6c,Room Admin,7/12/2018 10:23,33,Out
__export__.temp_log_192094_a32c8231,Room Admin,7/12/2018 10:21,32,Out
__export__.temp_log_192093_7f3d5d88,Room Admin,7/12/2018 10:21,32,Out
__export__.temp_log_192089_5ecebeb5,Room Admin,7/12/2018 10:21,29,In
__export__.temp_log_192091_0e719ee6,Room Admin,7/12/2018 10:21,29,In
__export__.temp_log_192088_fd4204e3,Room Admin,7/12/2018 10:21,30,In
__export__.temp_log_192108_b73c3713,Room Admin,7/12/2018 10:21,30,In
__export__.temp_log_192083_048d6344,Room Admin,7/12/2018 10:19,31,Out
__export__.temp_log_192084_6c2a7297,Room Admin,7/12/2018 10:19,31,Out
__export__.temp_log_192081_10e34ea1,Room Admin,7/12/2018 10:19,29,In
__export__.temp_log_192105_9eaf662f,Room Admin,7/12/2018 10:19,29,In
__export__.temp_log_192078_c2ad10a0,Room Admin,7/12/2018 10:19,31,In
__export__.temp_log_192079_b9f3d4ce,Room Admin,7/12/2018 10:19,31,In
__export__.temp_log_192074_1fb36622,Room Admin,7/12/2018 10:17,30,Out
__export__.temp_log_192073_b9519d00,Room Admin,7/12/2018 10:17,30,Out
__export__.temp_log_192072_5cdd9023,Room Admin,7/12/2018 10:15,28,Out
__export__.temp_log_192069_94402ca8,Room Admin,7/12/2018 10:15,28,Out
__export__.temp_log_192066_847943bf,Room Admin,7/12/2018 10:13,27,Out
__export__.temp_log_192065_7d679217,Room Admin,7/12/2018 10:13,27,Out
__export__.temp_log_192063_4fd015a2,Room Admin,7/12/2018 10:13,29,In
__export__.temp_log_192064_2358e031,Room Admin,7/12/2018 10:13,29,In
__export__.temp_log_192061_a067efe7,Room Admin,7/12/2018 10:11,27,Out
__export__.temp_log_192062_fbd7d902,Room Admin,7/12/2018 10:11,27,Out
__export__.temp_log_192060_df9357f2,Room Admin,7/12/2018 10:10,26,Out
__export__.temp_log_192059_94dfcb76,Room Admin,7/12/2018 10:10,26,Out
__export__.temp_log_192055_301841e1,Room Admin,7/12/2018 10:09,29,In
__export__.temp_log_192056_f53e0711,Room Admin,7/12/2018 10:09,29,In
__export__.temp_log_192052_3293cb58,Room Admin,7/12/2018 10:05,29,In
__export__.temp_log_192051_4b79eff6,Room Admin,7/12/2018 10:05,29,In
__export__.temp_log_192043_52a85c4e,Room Admin,7/12/2018 10:03,29,In
__export__.temp_log_192042_4ef46704,Room Admin,7/12/2018 10:03,29,In
__export__.temp_log_192041_8036afbb,Room Admin,7/12/2018 10:01,29,In
__export__.temp_log_192040_b5878300,Room Admin,7/12/2018 10:01,29,In
__export__.temp_log_192035_781c3017,Room Admin,7/12/2018 9:59,29,In
__export__.temp_log_192034_60385182,Room Admin,7/12/2018 9:59,29,In
__export__.temp_log_192030_c272162c,Room Admin,7/12/2018 9:57,29,In
__export__.temp_log_192032_71211257,Room Admin,7/12/2018 9:57,29,In
__export__.temp_log_192025_381e9ce3,Room Admin,7/12/2018 9:55,29,In
__export__.temp_log_192026_a939aac7,Room Admin,7/12/2018 9:55,29,In
__export__.temp_log_192017_25a53fe7,Room Admin,7/12/2018 9:51,29,In
__export__.temp_log_192018_30c5fab5,Room Admin,7/12/2018 9:51,29,In
__export__.temp_log_192013_a18cfa18,Room Admin,7/12/2018 9:49,29,In
__export__.temp_log_192014_851eaa98,Room Admin,7/12/2018 9:49,29,In
__export__.temp_log_192012_0bc22bf5,Room Admin,7/12/2018 9:47,29,In
__export__.temp_log_192011_eea4959c,Room Admin,7/12/2018 9:47,29,In
__export__.temp_log_192006_aba52093,Room Admin,7/12/2018 9:45,29,In
__export__.temp_log_192005_a9a0011c,Room Admin,7/12/2018 9:45,29,In
__export__.temp_log_192003_f0d3ff8c,Room Admin,7/12/2018 9:43,29,In
__export__.temp_log_192004_3e149f9b,Room Admin,7/12/2018 9:43,29,In
__export__.temp_log_192002_ef4f4336,Room Admin,7/12/2018 9:41,29,In
__export__.temp_log_192001_75aec152,Room Admin,7/12/2018 9:41,29,In
__export__.temp_log_191995_20a8786c,Room Admin,7/12/2018 9:39,29,In
__export__.temp_log_191996_6e87986b,Room Admin,7/12/2018 9:39,29,In
__export__.temp_log_191993_16b0f1ba,Room Admin,7/12/2018 9:37,29,In
__export__.temp_log_191994_6e94a3a1,Room Admin,7/12/2018 9:37,29,In
__export__.temp_log_191989_1e7a2c55,Room Admin,7/12/2018 9:33,29,In
__export__.temp_log_191990_24d7996a,Room Admin,7/12/2018 9:33,29,In
__export__.temp_log_191988_1a86694a,Room Admin,7/12/2018 9:29,29,In
__export__.temp_log_191987_ae79bf8d,Room Admin,7/12/2018 9:29,29,In
__export__.temp_log_191984_7315c858,Room Admin,7/12/2018 9:27,29,In
__export__.temp_log_191983_71a04717,Room Admin,7/12/2018 9:27,29,In
__export__.temp_log_191982_f1dc72ee,Room Admin,7/12/2018 9:25,29,In
__export__.temp_log_191981_4aac9808,Room Admin,7/12/2018 9:25,29,In
__export__.temp_log_191977_93f01319,Room Admin,7/12/2018 9:23,29,In
__export__.temp_log_191978_7a011502,Room Admin,7/12/2018 9:23,29,In
__export__.temp_log_191971_b646c0ec,Room Admin,7/12/2018 9:19,29,In
__export__.temp_log_191972_98d544cd,Room Admin,7/12/2018 9:19,29,In
__export__.temp_log_191970_5e85d638,Room Admin,7/12/2018 9:17,29,In
__export__.temp_log_191969_c9c149c4,Room Admin,7/12/2018 9:17,29,In
__export__.temp_log_191963_c9a06bbb,Room Admin,7/12/2018 9:14,30,In
__export__.temp_log_191964_dad5c723,Room Admin,7/12/2018 9:14,30,In
__export__.temp_log_191954_d1d419f2,Room Admin,7/12/2018 9:07,29,In
__export__.temp_log_191953_03176630,Room Admin,7/12/2018 9:07,29,In
__export__.temp_log_191952_c0fc2bd0,Room Admin,7/12/2018 9:05,29,In
__export__.temp_log_191951_95eed221,Room Admin,7/12/2018 9:05,29,In
__export__.temp_log_191949_d19a6a36,Room Admin,7/12/2018 9:04,30,In
__export__.temp_log_191950_3ac9ea43,Room Admin,7/12/2018 9:04,30,In
__export__.temp_log_191943_799a300b,Room Admin,7/12/2018 9:02,31,In
__export__.temp_log_191944_9eccb7b2,Room Admin,7/12/2018 9:02,31,In
__export__.temp_log_191932_7e9fed64,Room Admin,7/12/2018 8:54,41,Out
__export__.temp_log_191930_a99610df,Room Admin,7/12/2018 8:54,41,Out
__export__.temp_log_191924_626d1163,Room Admin,7/12/2018 8:52,41,Out
__export__.temp_log_191923_7d012d35,Room Admin,7/12/2018 8:52,41,Out
__export__.temp_log_191919_ccb8bfe2,Room Admin,7/12/2018 8:48,30,In
__export__.temp_log_191920_b3eb48a5,Room Admin,7/12/2018 8:48,30,In
__export__.temp_log_191916_f520ee8e,Room Admin,7/12/2018 8:46,29,In
__export__.temp_log_191915_4e3c0873,Room Admin,7/12/2018 8:46,29,In
__export__.temp_log_191912_be7605c3,Room Admin,7/12/2018 8:44,29,In
__export__.temp_log_191911_43dba3b0,Room Admin,7/12/2018 8:44,29,In
__export__.temp_log_191896_850a0038,Room Admin,7/12/2018 8:32,29,In
__export__.temp_log_191895_fc2ae300,Room Admin,7/12/2018 8:32,29,In
__export__.temp_log_191891_7b9008fc,Room Admin,7/12/2018 8:30,29,In
__export__.temp_log_191892_ca8ff4ba,Room Admin,7/12/2018 8:30,29,In
__export__.temp_log_191868_ca0a8260,Room Admin,7/12/2018 8:18,41,Out
